Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
D,5.633333333,24.00666667,0.194666667,76,144,0.032,0.08,0.08,153.8,121.8,53,22,36,33.4,80,77.4,3996,64.8,23.96,1074,1.82,735.4,3.736,-5.4,,0.0218,110,50,142.6,7.64,5.74,3.42
D,5.593333333,24.04666667,0.231333333,75.8,146.2,0.094,0.2,0.06,146,124.2,53.6,13.2,37.4,35.6,80,93.4,4006,65.2,23.62,1060,1.82,720.6,3.736,-5.6,,0.0282,110,46,143.2,7.68,5.7,3.38
,5.26,23.95333333,0.230666667,65.2,140,0.056,0.02,0.04,155.4,127.8,44.4,22,37.4,35.4,84,109.4,3990,68.4,23.78,1074,1.04,725.8,1.798,-5,,0.0166,110,44,143.2,6.56,5.36,1.62
B,5.346666667,23.92,0.181333333,69.2,143.8,0.108,0.36,0.04,167.8,131.2,44.2,24.2,40.2,37.8,102,110.2,3990,67.4,23.82,1076,0.96,732.2,1.596,-5.4,,0.0162,110,44,143.4,6.5,5.48,1.32
B,5.246666667,23.96666667,0.202666667,75,153.8,0.09,0.32,0.1,152,130.2,44,13.4,40.6,36,104,110.2,3994,65.6,23.56,1078,0.94,728.6,1.548,-5.8,,0.0126,110,44,143.4,6.56,5.38,1.34
B,5.42,24.04,0.216,74,147.4,0.062,0.3,0.04,145.6,124.2,51.2,11,37.4,34.6,92,110.2,3992,66.8,23.66,1054,1.04,726.2,1.796,-5.6,,0.0102,110,50,143.2,6.5,5.46,1.5
B,5.36,23.98,0.216666667,66.8,140.2,0.118,0.42,0.04,124,124.8,50,6.4,32,27.2,92,109.4,3994,67,24,1066,1,731,1.696,-5.6,,0.0108,110,50,142.6,6.52,5.36,1.38
B,5.393333333,24.02666667,0.244666667,68.6,141,0.092,0.42,0.1,147.8,123.8,50.2,20.2,34,33,100,109,3996,67.6,23.72,1062,0.96,725.4,1.598,-5.2,,0.0124,110,50,143,6.5,5.42,1.38
D,5.586666667,24.03333333,0.214666667,73.4,142.6,0.106,0.2,0.14,147.4,125.4,51.6,19.4,36.6,30.8,84,110.4,3992,66.8,23.74,1058,1.82,728.4,3.738,-5.4,,0.0096,110,50,142.4,7.68,5.7,3.42
D,5.58,24.05333333,0.18,73.4,142.6,0.102,0.08,0.08,0.2,130,44.2,-0.6,0.2,-1.2,110,110.8,1406,75.2,23.88,44,1.76,,3.61,-5.4,,0.0292,110,50,143,7.66,5.66,3.42
A,5.48,24.07333333,0.218,68.2,138.6,0.096,0.22,0,145.4,121.4,50.2,23,32.6,31.4,112,109.2,3992,67.8,23.86,1074,1.68,737.4,3.392,-5,,0.0118,110,50,142.8,7.06,5.58,3.34
B,5.24,23.99333333,0.238666667,62.4,137.6,0.1,0.14,0.12,151,123.6,50.2,25.4,34.4,31.4,96,110.2,3992,66,23.54,1064,0.94,724.2,1.548,-4.8,,0.0042,110,50,142.2,6.5,5.42,1.44
B,5.34,24,0.19,64.8,137.8,0.052,0.18,0.04,149.2,123.2,50.4,25.2,34.2,30.8,88,110.8,3992,66.2,23.6,1064,0.94,762.4,1.548,-4.8,,0.0062,120,50,142.4,6.5,5.42,1.44
B,5.373333333,23.92,0.196,65.8,138,0.076,0.08,0.02,146,120.2,49.6,27.4,32.6,30.8,104,107.4,3786,66.2,23.56,1056,0.9,661,1.448,-4.8,,0.0024,110,50,142.2,6.5,5.4,1.46
D,5.6,24.04,0.216666667,68.4,136.8,0.074,0.12,0.04,151.6,124.8,46,24.8,34.6,32.8,76,106,3992,64,23.92,1064,1.78,738.6,3.638,-5.2,,0.0024,110,46,141.6,7.68,5.74,3.36
D,5.666666667,23.99333333,0.215333333,71.2,135,0.094,0.38,,0.2,127.6,37.8,-0.8,0.2,-1.2,114,110,1404,65,23.84,42,1.76,,3.588,-5.8,,0.0026,110,44,142.4,7.64,5.6,3.42
B,5.246666667,23.96666667,0.376,67.2,142.4,0.066,0.08,0.04,131,125.2,43.6,7,34,32,96,111,3992,65.6,23.68,1056,1.06,724.4,1.846,-6,,0.0026,110,44,142.8,6.58,5.32,1.5
B,5.393333333,24.06666667,0.238666667,63.4,134.6,0.204,0.14,0.02,0.2,130.8,44,-0.8,0.2,-1.2,126,109.4,1406,72.4,23.68,42,0.68,,0.902,-5,,0.0026,110,50,142.4,6.52,5.4,1.44
B,5.213333333,23.94666667,0.198,76.4,154,0.122,0.56,0.14,154.4,126,53.4,16.8,33.6,36.8,102,109.4,3998,66.2,23.64,1066,0.96,730.8,1.596,-5,,0.006,110,50,141.6,6.58,5.3,1.48
B,5.26,23.94666667,0.252,69.6,145.8,0.078,0.14,0,81.8,125.2,51,19.2,4.2,13.6,,115.2,1402,65.8,23.88,668,0.84,,1.298,-4.8,,0.0196,110,50,141.8,6.6,5.28,1.38
D,5.526666667,23.95333333,0.242,76.2,146.6,0.128,0.24,0.06,160,122.4,50,26.2,32,35,82,109.6,3990,64.6,23.58,1070,1.68,725.8,3.39,-4.6,,0.0476,110,50,141.6,7.68,5.56,3.28
D,5.58,23.85333333,0.202,77,147,0.028,0.36,0.04,162.8,126.4,44,27.2,33,36,76,110.6,3990,64.4,24.18,1068,1.72,722.6,3.488,-4.8,,0.0136,110,44,142.4,7.68,5.64,3.32
,5.2,24.00666667,,62.6,137.8,0.036,0.18,0.04,0.2,125,,-1,0.2,-1.2,128,,1410,73.8,23.76,38,,582.2,,-4.6,,0.011,110,44,141.8,,,0
,5.273333333,24.02666667,0.301333333,68.8,145,0.13,0.06,0.06,165.4,125.4,48.2,15.2,36.2,38.4,116,110.2,4002,67,23.76,1044,0.54,749.2,1.766,-5.2,,0.0282,110,44,142,6.62,5.56,1.52
D,5.5,23.95333333,0.338666667,69.8,140.6,0.02,0.36,0.14,173.2,129.6,50.8,31.8,33.8,37.4,76,98.4,3994,65.4,23.84,1048,1.32,718.8,3.714,-6,,0.0148,110,50,142.6,7.68,5.5,3.32
B,5.16,23.96666667,0.294666667,64.8,142.2,0.076,0.14,0.04,194.4,122,50,26.4,35.8,42,100,110.4,3996,65.8,23.82,1116,0.5,727,1.666,-5.6,,0.0108,110,50,142.2,6.54,5.24,1.44
B,5.286666667,23.96,0.274,66,140.2,0.218,0.1,0.02,185.2,123,49.8,25,35.2,36.6,98,109.6,3994,65,23.96,1124,0.52,728.2,1.716,-5.8,,0.0026,110,50,142,6.52,5.28,1.38
D,5.58,23.92,0.258,68.8,137,0.182,0.2,0.16,178,123.2,46,15.4,34.4,41.6,80,110.2,3992,65.8,23.82,1184,1.32,732.4,3.714,-5.8,,0.0026,110,46,142,7.64,5.64,3.3
D,5.506666667,24.08,0.193333333,77,148.6,0.096,0.04,0.04,156.8,117.6,54,10.4,29.8,36.4,82,100.6,3996,65,23.92,1226,1.34,667,3.764,-5.8,,0.0074,110,46,141.8,7.66,5.62,3.38
B,5.386666667,24.04,0.222666667,66.4,138.2,0.096,0.2,0.04,133.4,122.8,54.8,10.2,21.4,27.8,104,105.8,2766,65,23.94,1188,0.46,560.2,1.566,-5.8,,0.0038,110,50,142.4,6.6,5.38,1.46
D,5.573333333,24.08666667,0.234,62.8,130,0.054,0.06,0.02,177.2,123.6,47.8,20.4,34.8,38,78,110.6,4008,63.8,24.32,1184,1.34,735,3.764,-5.6,,0.0024,110,48,142.6,7.74,5.62,3.36
C,5.42,24.02666667,0.272666667,62.6,132.6,0.128,0.14,0.04,174.8,124.2,54.6,20,33,40.6,124,111.2,3992,64.4,23.72,1180,0.6,746.6,1.918,-6.2,,0.0068,110,50,142,6.52,5.36,1.62
C,5.253333333,24.09333333,0.360666667,68.2,144.6,0.06,0.14,0.08,143.8,121.8,49.6,14,25.6,34,106,109.4,3992,65,23.58,1180,0.6,725.6,1.918,-6,,0.0026,110,50,142.2,6.5,5.24,1.62
C,5.22,23.96,0.224666667,64.4,140,0.126,0.4,0.04,170.8,125,50.2,25,28.6,38,116,110.2,3994,65,24.16,1178,0.58,731.6,1.868,-5.8,,0.0062,110,50,142.8,6.54,5.22,1.62
