Brand Code,Carb Volume,Fill Ounces,PC Volume,Carb Pressure,Carb Temp,PSC,PSC Fill,PSC CO2,Mnf Flow,Carb Pressure1,Fill Pressure,Hyd Pressure1,Hyd Pressure2,Hyd Pressure3,Hyd Pressure4,Filler Level,Filler Speed,Temperature,Usage cont,Carb Flow,Density,MFR,Balling,Pressure Vacuum,PH,Oxygen Filler,Bowl Setpoint,Pressure Setpoint,Air Pressurer,Alch Rel,Carb Rel,Balling Lvl
D,5.473333333,24.02666667,0.259333333,67.4,138.4,0.04,0.18,0.08,-100.2,116.4,46,26.8,35.4,32.8,70,112,3874,65,16.74,3046,1.62,712,3.24,-5,8.8,0.038,120,46,142.4,7.8,5.58,3.08
D,5.52,24.02666667,0.346,69.4,138.8,0.142,0.26,0.04,-100.2,115.6,46.2,14.4,2.2,4.8,108,119,1008,65,20.68,3058,1.58,148.2,3.142,-5,8.84,0.08,120,46,142.4,7.8,5.58,3.06
D,5.513333333,24.02,0.42,71.2,141.8,0.13,0.1,0.02,-100,119.4,47.6,15.4,4.4,5.6,118,117.4,1006,65.2,17.14,3342,1.58,114.2,3.142,-5,8.8,0.08,120,46,142.4,7.8,5.58,3.08
D,5.473333333,23.91333333,0.386,68.2,138.4,0.102,0.12,0.02,-100.2,118.4,45.8,21.6,15.2,14.6,76,119.6,3978,65.2,17.18,2994,1.66,723.4,3.34,-5,8.82,0.126,120,46,142.2,7.78,5.56,3.14
D,5.546666667,24.02666667,0.276666667,67.8,137,0.092,0.2,0.06,-100.2,122.8,40.4,12.8,2,5.8,140,116,1392,67,19.3,1702,1.38,,2.644,-5,8.68,0.086,120,46,142.2,7.7,5.54,3.3
D,5.513333333,24.04666667,0.257333333,73.6,144.2,0.036,0.02,0.02,-100,118.6,46,21.6,15.6,25.4,82,120.2,3908,65.2,19.6,3138,1.72,712.2,3.49,-5,8.78,0.05,120,46,141.6,7.7,5.54,3.28
D,5.473333333,23.88,0.236666667,70.2,141.6,0.028,0.26,0.04,-100.2,117.4,46,20.8,15.2,23,78,120.4,3904,65.2,23.76,3130,1.66,715,3.34,-4.8,8.8,0.08,120,46,141.8,7.74,5.56,3.2
D,5.306666667,23.69333333,0.255333333,65.4,140.2,0.034,0.08,0.12,-100.2,117.2,45.8,23.8,15,23.4,100,120,3906,65.4,19.1,3142,0.9,707.4,1.398,-4.8,8.72,0.086,120,46,142.4,6.52,5.38,1.36
B,5.34,24,0.324,72.8,147.2,0.158,0.2,0.04,-100.2,124.2,49.6,0,0.2,0,126,119.2,1004,65.6,17.8,44,0.84,,1.298,-4.6,8.74,0.086,120,46,141.8,6.52,5.4,1.36
B,5.246666667,23.75333333,0.280666667,68.4,145,0.054,0.12,0.08,-100.2,117,46,27.2,54,20.2,96,120.2,3904,65.4,22.36,3156,0.88,716.4,1.398,-4.6,8.76,0.08,120,46,141.8,6.52,5.38,1.36
B,5.313333333,23.88,0.273333333,64.2,137.8,0.064,0.12,0.02,-100,115.8,45.8,29.8,53.4,20.4,102,120.8,3906,66,20.06,3156,0.84,709.6,1.298,-4.6,8.76,0.094,120,46,142.2,6.52,5.38,1.36
B,5.3,23.74,0.312,65.4,139,0.06,0.12,0.04,-100.2,116.8,46,30.8,54.6,20.8,100,119.8,3904,65.6,18.42,3162,0.88,709.8,1.398,-4.6,8.8,0.086,120,46,142.8,6.52,5.38,1.34
B,5.32,23.89333333,0.287333333,63.4,136.2,0.058,0.08,0,-100.2,119,46,33.2,55.4,23,100,121.4,3908,65.6,20.06,3142,0.9,705.8,1.448,-4.8,8.64,0.094,120,46,142.4,6.52,5.38,1.34
B,5.313333333,23.88,0.256666667,67,141,0.046,0.16,0.02,-100.2,117.6,46,30.4,55.2,21.4,96,120.6,3904,65.6,20.62,3138,0.9,713.8,1.448,-5,8.7,0.096,120,46,142.2,6.52,5.38,1.32
B,5.293333333,23.88,0.285333333,67.2,142.2,0.062,0.16,0.04,-100,116.8,46,29,54.4,22.8,98,120,3910,65.6,18.64,3144,0.88,710.6,1.398,-5,8.68,0.092,120,46,141.8,6.52,5.44,1.36
B,5.25,23.88,0.318,67.8,143.8,0.054,0.14,0.02,-100,119.6,45.6,29.4,57.2,22.2,92,119.8,3918,64.8,19.08,3110,0.92,710.4,1.496,-5,8.74,0.106,120,46,142,6.54,5.38,1.4
B,5.313333333,23.84666667,0.284,64.6,138,0.038,0.14,0.02,-100,118.2,46,23.4,56,22.8,98,119.8,3910,65.4,22.22,3114,0.92,708.4,1.498,-5.2,8.68,0.114,120,46,142.8,6.52,5.38,1.44
B,5.34,23.88666667,0.284666667,62.2,134.6,0.074,0.26,0.04,-100.2,118.8,46,23.6,57.8,21.2,94,119.6,3996,65.4,21.24,3088,0.94,727,1.548,-5.2,8.7,0.106,120,46,142.4,6.52,5.38,1.42
B,5.306666667,23.89333333,0.284,67,141.2,0.022,0.1,0.02,-100.2,117.6,45.8,25,57.2,22.8,100,119.6,3994,65.2,16.52,3078,0.94,735.6,1.548,-5.2,8.72,0.08,120,46,142.6,6.52,5.4,1.46
B,5.293333333,23.87333333,0.291333333,68.8,143.2,0.06,0.16,0.04,-100.2,117,46,24.8,57.2,21.6,100,119.4,3994,64.8,17.6,3080,0.94,731.6,1.548,-5.2,8.72,0.08,120,46,142.6,6.52,5.38,1.44
B,5.226666667,23.98666667,0.236666667,66.6,144.4,0.03,0.06,0.22,-100,117,46,23.4,57,21.2,94,119.8,3992,64.8,19.06,3102,0.96,721.2,1.598,-5.4,8.76,0.082,120,46,142.4,6.52,5.38,1.44
B,5.293333333,23.82666667,0.275333333,72.2,148.2,0.078,0.12,0.04,-100,116.6,46,20,55.8,22,88,118.4,3996,65.2,17.3,3094,0.98,733.4,1.648,-5.4,8.64,0.08,120,46,142.4,6.52,5.38,1.44
B,5.32,23.96666667,0.300666667,65,137.8,0.096,0.18,0.04,-100,116.4,46,19.6,56.8,21.4,94,121,3998,64.6,17.64,3098,0.92,730.6,1.498,-5.4,8.8,0.088,120,46,142.2,6.52,5.36,1.38
B,5.34,23.82666667,0.300666667,63.4,135.2,0.08,0.08,0.04,-100,123.4,46,20,59.4,22.6,92,118.6,3998,64.8,21.06,3068,0.96,732.6,1.598,-5.4,8.78,0.088,120,46,142.4,6.52,5.34,1.38
B,5.36,23.99333333,0.293333333,67.4,140.4,0.054,0.22,0.04,-100.2,118.8,46,18.2,28.2,21.6,98,119,3894,64.6,19.94,3118,0.9,709.2,1.448,-5.4,8.78,0.108,120,46,142.6,6.56,5.36,1.36
B,5.38,23.98666667,0.272,62.8,134.6,0.026,0.26,0.1,-100.2,126.8,46.2,14.2,28.2,21.8,98,120,3894,65,19.6,3158,0.9,715.8,1.448,-5.4,8.68,0.098,120,46,142.8,6.56,5.36,1.36
B,5.52,24.08666667,0.221333333,70.4,140.6,0.028,0.02,0.04,-100.2,131.2,45.6,15.2,27.4,22,104,119.4,3896,65.2,19.42,3158,0.9,694.2,1.448,-5.2,8.7,0.106,120,46,142.8,6.56,5.36,1.36
B,5.313333333,23.97333333,0.354,78.6,,0.092,0.14,0.02,-100,123.2,45.8,15.2,26,20.8,96,120,3904,65,22.56,3176,0.88,701,1.398,-5,8.74,0.098,120,46,142.2,6.56,5.36,1.36
B,5.313333333,24.03333333,0.292666667,73,147.8,0.106,0.22,0.04,-100.2,134,46.2,21.2,27,21,100,120.2,3896,64.8,17.18,3198,0.92,714.8,1.498,-4.8,8.8,0.098,120,46,142.2,6.56,5.36,1.4
B,5.373333333,24.08,0.275333333,65.6,138.2,0.018,0.2,0.04,-100.2,123.4,45.8,28.4,26.4,22.2,98,119,3894,65.2,20.12,3200,0.88,701.6,1.398,-4.8,8.8,0.07,120,46,142.8,6.54,5.36,1.42
B,5.353333333,24.03333333,0.253333333,66.4,140.4,0.162,0.48,0.1,-100.2,123.2,46.2,29.8,26.6,21.8,106,119.8,3892,64.8,23.18,3190,0.9,707.6,1.448,-4.8,8.86,0.06,120,46,142.2,6.54,5.4,1.4
B,5.306666667,24.08666667,0.306,63.6,137.4,0.09,0.52,0.04,-100.2,124.2,45.6,34.6,27.6,23.8,106,120.2,3894,65,20.88,3162,0.9,688,1.448,-4.8,8.84,0.052,120,46,142.8,6.54,5.38,1.38
B,5.273333333,24.04,0.364,64.6,138.6,0.014,0.1,0.02,-100.2,128.2,46,34.2,28.8,23.2,98,120.8,3904,64.8,18.14,3174,0.94,706.4,1.548,-5,8.82,0.08,120,46,143.2,6.56,5.36,1.4
C,5.22,23.92,0.391333333,63.6,139,0.002,0.18,0.04,-100,138.4,,0,0.2,0,,,,,17.88,42,0.24,,0.16,-5,9.36,0.238,120,46,143.2,,,0
C,5.173333333,23.94,0.235333333,63.8,140.8,0.036,0.14,0.06,-100.2,131.6,39.6,0,0.2,0,92,120,1018,75,17.88,138,0.82,,1.26,-4.8,8.62,,120,46,142.8,6.56,5.58,1.36
C,5.14,23.7,0.330666667,69.4,147.2,0.086,0.34,0.08,-100.2,114.4,46,24.2,53.6,31.4,96,120.2,3912,67.8,12.88,3284,0.94,720.8,1.548,-5.2,8.5,0.152,120,46,142.4,6.56,5.4,1.38
C,5.253333333,24.04,0.305333333,68,144.4,0.032,0.06,0.06,-100.2,129,59.6,0,0.2,0,88,161.2,,68.6,18.28,394,1,397.6,1.698,-5.4,8.42,0.12,120,46,142.6,6.62,5.34,1.36
C,5.346666667,24.04,0.324,66.4,139.2,0.056,0.56,0.04,-100.2,125,46,20,23.6,29.4,110,120,3998,67.8,19.26,3238,1,719,1.698,-5.4,8.4,0.13,120,46,143.2,6.54,5.42,1.32
C,5.066666667,23.92,0.348,63.6,142.2,0.058,0.2,0.02,-100.2,118.2,46,19.2,22.2,27.2,106,119.2,3996,67.4,18.46,3258,1,734.2,1.698,-5.4,8.56,0.086,120,46,143,6.52,5.12,1.46
C,5.2,23.90666667,0.360666667,63.4,139.8,0.082,0.26,0.16,-100.2,117.6,46,18.8,22.8,27.4,96,120,4004,67.2,17.08,3226,1.04,726.6,1.796,-5.4,8.52,0.108,120,46,142.4,6.54,5.34,1.54
C,5.28,23.96666667,0.360666667,66.6,141.6,0.002,0.02,0.04,-100,126.6,46.2,18.8,23.2,27.8,94,119.8,4002,67.2,18.12,3244,1.06,730.2,1.846,-5.4,8.54,0.114,120,46,142.4,6.54,5.34,1.54
C,5.173333333,23.76,0.338666667,65.4,145.4,0.04,,0.22,-100,127.2,46,18.2,23,27.4,92,119.6,3916,67.4,19.66,3266,1.08,714,1.896,-5.6,8.54,0.106,120,46,142.4,6.54,5.34,1.56
C,5.3,24.04666667,0.334,66.6,141,0.042,0.14,0.04,-100.2,128.2,45.8,15,21.8,27.4,98,120.2,3914,66.6,23.54,3270,1.04,705.4,1.796,-5.6,8.48,0.108,120,46,142.6,6.54,5.36,1.54
C,5.306666667,23.98666667,0.327333333,64.6,138.8,0.056,0.4,0.04,-100.2,118.6,46,12.8,20.6,24.6,94,120,3908,66.8,18.48,3274,1.04,713.4,1.796,-5.6,8.56,0.108,120,46,141.8,6.54,5.34,1.56
C,5.22,23.96,0.392666667,70.8,146.8,0.126,0.12,0.1,-100,124,46,10.8,16.8,22.2,94,119,3910,66.6,19.48,3308,0.96,720.8,1.596,-5.4,8.5,0.116,120,46,141.8,6.56,5.34,1.38
C,5.253333333,24.01333333,0.436,65.8,140.8,0.086,0.02,0.02,-100.2,114,46.2,10.8,14.4,20.2,102,119.2,3912,71.2,17.96,3328,0.98,720,1.652,-5.2,8.5,0.112,120,46,142.2,6.56,5.28,1.42
C,5.22,24.04,0.462666667,69,145.8,0.256,0.1,0.04,-100,116.8,46,23.8,25.2,26.8,98,119.6,3910,67.8,19.54,3344,0.96,713.6,1.598,-5.2,8.5,0.122,120,46,142.8,6.58,5.34,1.48
C,5.293333333,23.92,0.450666667,64.8,139,0.088,0.12,0.04,-100.2,112.8,46,26.6,25.2,27.4,106,119.2,3914,68,14.74,3218,0.94,728.8,1.548,-5,8.48,0.13,120,46,141.8,6.54,5.42,1.5
C,5.28,24.01333333,0.386666667,65.8,139.2,0.09,0.28,0.06,-100.2,117.4,46,41.2,36.2,34.8,98,119.6,3910,65.6,23.2,3220,1.02,711,1.746,-5,8.46,0.118,120,46,142.6,6.58,5.4,1.7
C,5.273333333,23.96666667,0.42,67,141.8,0.1,0.18,0.02,-100.2,121,46,35.4,33.4,25.4,94,120.4,3908,65.8,19.78,3210,1.04,711.6,1.796,-5,8.5,0.116,120,46,141.2,6.58,5.42,1.7
C,5.313333333,23.95333333,0.297333333,68.4,142.8,0.134,0.14,0.02,-100.2,115.4,46,36.4,34.2,32.4,102,119.6,3908,64.8,20.24,3196,0.96,715.6,1.598,-5,8.5,0.074,120,46,142.6,6.54,5.32,1.5
C,5.253333333,23.9,0.302666667,64.4,138.4,0.056,0.16,0.16,-100.2,122.8,46,38.6,35.4,33.4,100,120.2,3918,64.8,20.26,3192,0.94,709.8,1.548,-5,8.5,0.082,120,46,141.4,6.54,5.32,1.5
C,5.326666667,23.82666667,0.316,64,136.6,0.082,0.18,0.04,-100.2,123.6,46,41.6,38,33.4,116,120,3910,66.2,20.52,3164,0.96,711.2,1.596,-5,8.5,0.144,120,46,142,6.6,5.42,1.56
C,5.326666667,24.03333333,0.279333333,63.6,136.4,0.084,0.18,0.02,-100,115.2,46,40.2,35.6,30.4,112,120.2,3908,66,21.48,3168,0.96,712.8,1.596,-5.2,8.5,0.136,120,46,142.4,6.6,5.42,1.56
C,5.22,23.89333333,0.293333333,60.8,135.4,0.022,0.12,0.04,-100.2,118.4,46,34.6,31.4,30,114,120.2,3910,65.8,17.72,3164,0.96,715.4,1.596,-5.2,8.5,0.08,120,46,141.8,6.5,5.3,1.52
B,5.313333333,23.90666667,0.296666667,64.2,137.6,0.048,0.24,0.04,-100.2,118.2,46,30.2,32.8,31,96,119.8,3910,67.2,20.12,3160,0.94,706,1.548,-5.4,8.64,0.102,120,46,142.2,6.52,5.4,1.34
B,5.286666667,23.89333333,0.301333333,69.2,144,0.056,0.16,0.02,-100.2,127,46.2,31.2,34.6,31.2,96,119.2,4010,67.2,17.58,3126,0.96,730.6,1.596,-5.4,8.66,0.106,120,46,142.8,6.52,5.42,1.34
B,5.326666667,23.91333333,0.32,66.6,139.4,0.016,0.1,0.08,-100.2,124.6,46,30.2,34.6,31.4,104,120.6,3998,65.8,19.34,3158,0.92,723,1.496,-5.4,8.66,0.098,120,46,143,6.54,5.44,1.36
B,5.346666667,23.90666667,0.33,68,141.4,0.068,0.16,0.02,-100.2,125,46.2,28.8,35,31.2,98,121,3996,65.8,19.04,3136,0.96,731,1.596,-5.4,8.7,0.09,120,46,142,6.54,5.44,1.36
B,5.34,23.83333333,0.348,68,141,0.076,0.08,0.04,-100.2,122.6,46,26.4,33.6,31.2,94,119.8,3996,65.8,18.9,3122,0.94,726.4,1.548,-5.4,8.64,0.098,120,46,142.8,6.54,5.44,1.36
B,5.293333333,23.84666667,0.325333333,71.2,147.2,0.056,0.08,0.04,-100,123.2,46,26.4,34.8,30.8,94,120,3998,67.6,16.86,3102,0.94,726,1.548,-5.6,8.68,0.106,120,46,142.4,6.56,5.42,1.32
B,5.306666667,23.95333333,0.326666667,71.6,148.2,0.062,0.4,0.08,-100.2,121.4,46,22,34.2,31.2,100,119.4,4000,66.4,17.12,3138,0.92,714.6,1.496,-6.2,8.66,0.096,120,46,142.6,6.52,5.42,1.34
B,5.326666667,23.98,0.294666667,64.8,137.6,0.05,0.24,0.04,-100.2,116.8,46,20,33,28.6,96,120.2,4000,65.6,22.82,3088,0.96,724.4,1.596,-6.2,8.7,0.072,120,46,143.2,6.54,5.4,1.34
B,5.313333333,24,0.334666667,63.4,137,0.092,0,0.08,-100.2,118.2,46,20,34,29.8,98,120.6,3896,66,23.9,3106,0.94,712.8,1.548,-6,8.7,0.072,120,46,142.2,6.58,5.38,1.34
B,5.306666667,23.90666667,0.326,65.2,138.4,0.126,0.16,0.02,-100,122.4,46,19.2,33.6,28.6,98,120.2,3894,66.2,16.98,3144,0.94,710.8,1.548,-6,8.68,0.08,120,46,142,6.58,5.38,1.34
B,5.326666667,24.00666667,0.32,69,143.2,0.036,0.1,0.06,-100.2,115,46,20,31,28.6,96,120.2,3898,66.2,22.7,3166,0.88,706.8,1.398,-5.6,8.68,0.088,120,46,142,6.52,5.4,1.3
B,5.28,23.96,,66,140.2,0.036,0.16,0.04,-100.2,120,46,22.6,31,28.6,86,120.8,3900,68.8,18.3,3198,0.96,705.6,1.598,-5.4,8.52,0.12,120,46,142,6.56,5.44,1.42
,5.266666667,23.98,0.41,68.4,143.6,0.064,0.06,0.02,-100,119.6,46.2,25,30.4,28.2,82,119,3900,67,18.8,3204,0.96,705.2,1.596,-5.2,8.56,0.114,120,46,142.6,6.58,5.4,1.42
D,5.453333333,23.82,0.388,68.8,140.6,0.076,0.24,0.08,-100.2,120.4,46,29.4,31,28.6,80,121.2,3900,67.8,20.9,3184,1.66,708.6,3.342,-5,8.64,0.078,120,46,141.8,7.78,5.64,3.12
D,5.533333333,23.8,0.334666667,69.6,139.4,0.172,0.16,0.08,-100,122.2,46,38.2,32.6,27.2,80,120,3894,67.4,17.62,3204,1.64,709.6,3.292,-5,8.68,0.07,120,46,142.6,7.78,5.68,3.1
D,5.486666667,23.82666667,0.400666667,72.2,144.6,0.074,0.16,0.08,-100.2,121,46,35.4,34.8,26,82,121,3892,66.8,18.36,3168,1.68,715.8,3.39,-5,8.74,0.302,120,46,142,7.74,5.72,3.24
D,5.486666667,23.92666667,0.347333333,68.6,138.8,0.06,0.18,0.02,-100.2,124.8,46,36.8,35.4,24.4,80,120.2,3900,66.4,22.86,3178,1.7,710.4,3.44,-5.2,8.72,0.07,120,46,142.8,7.74,5.64,3.24
D,5.506666667,23.9,0.352666667,71.6,143,0.084,0.18,0.08,-100.2,122.6,46,35.2,36.6,25,76,120,3890,66.6,24,3170,1.7,709.4,3.44,-5.2,8.76,0.07,120,46,142.2,7.74,5.64,3.24
D,5.466666667,23.97333333,0.387333333,71.8,143.4,0.014,0.28,0.02,-100.2,121.4,46,34.8,35,20.6,80,119.4,3800,65.6,17.7,3174,1.62,691,3.24,-5.4,8.78,0.052,120,46,142.2,7.8,5.64,3.04
D,5.48,23.83333333,0.399333333,72.4,145,0.032,0.02,0.06,-100,120.8,45.8,22.4,28.2,22.8,80,120.4,3800,66,19.14,3172,1.72,692.2,3.49,-5.4,8.7,0.072,120,46,142.4,7.74,5.62,3.2
B,5.306666667,23.78,0.326666667,64,138.4,0.07,0.04,0.08,-100.2,132.8,46,28.6,38,29.4,96,120,3994,66.4,20.38,3104,0.9,728,1.448,-5.6,8.62,0.088,120,46,142.4,6.52,5.4,1.26
B,5.3,,0.37,63.6,137,0.028,0.1,0,-100,126.2,45,0,0.2,0,128,119.6,,70.8,21.8,44,0.6,,0.698,-5.4,8.68,0.136,120,46,142.6,6.52,5.38,1.28
B,5.326666667,,0.382666667,62.2,135.4,0.036,0.22,0.08,-100,122.4,45.8,25.8,36.2,27.4,92,119.2,3996,66.4,18.9,3112,0.9,728.6,1.448,-5.4,8.7,0.088,120,46,142,6.52,5.4,1.28
B,5.313333333,23.8,0.339333333,64,137,0.044,0.22,0.06,-100.2,120,46,23.8,41,26.6,96,120.2,3786,65.2,16.94,3160,0.9,691.6,1.448,-5.6,8.74,0.072,120,46,142.2,6.54,5.4,1.26
B,5.306666667,23.88666667,0.352666667,64,136.4,0.09,0.08,0.08,-100.2,121.2,46,21.4,42.8,26,88,120.8,4002,65.2,20.28,3126,0.9,729.6,1.448,-5.6,8.72,0.08,120,46,142.8,6.54,5.4,1.26
B,5.286666667,23.88,0.298666667,63.6,136.6,0.018,0.12,0.04,-100.2,120.8,45.8,22,43.6,27.6,94,119.4,3994,65.6,16.1,3092,0.92,728.2,1.498,-5.6,8.72,0.072,120,46,142.2,6.54,5.4,1.26
B,5.293333333,23.86666667,0.314666667,64,137.2,0.056,0.16,0.02,-100.2,127.4,39.8,0,0.2,0,124,152.4,,72.6,16.5,86,0.6,,0.7,-5.6,8.66,0.14,120,46,142.8,6.54,5.4,1.26
B,5.233333333,23.84666667,0.377333333,73.4,150.4,0.112,0.1,0.06,-100,120.6,46,19.4,42.6,27.4,88,120.6,4000,65.4,19.88,3104,0.9,728,1.448,-5.6,8.72,0.072,120,46,142.4,6.54,5.4,1.26
B,5.286666667,23.87333333,0.332,65.6,140,0.044,0.12,0.02,-100.2,117.6,46,18.8,42,26.4,98,119.6,3902,66.4,23.96,3136,0.9,713.2,1.448,-5.8,8.72,0.088,120,46,141.8,6.54,5.38,1.26
B,5.313333333,23.93333333,0.332666667,62.8,135.6,0.068,0.08,0.02,-100.2,119,45.8,14.6,39,23.8,98,120.6,3904,66.6,22.04,3164,0.9,704.2,1.448,-5.6,8.72,0.098,120,46,142.6,6.52,5.38,1.32
B,5.253333333,23.84666667,0.347333333,69.8,145.2,0.056,0.14,0.04,-100.2,122.2,45.8,16.2,38.6,22.8,94,119.2,3902,66.6,20.12,3168,0.88,725.8,1.398,-5.4,8.76,0.106,120,46,141.8,6.52,5.4,1.32
B,5.293333333,23.96666667,0.330666667,65.8,140.2,0.024,0.08,0.02,-100.2,119.6,45.8,18.4,38,23,98,120,3902,66.2,23.08,3196,0.9,708.6,1.448,-5.4,8.76,0.106,120,46,142,6.52,5.38,1.4
B,5.273333333,23.99333333,0.298,72.2,148.2,0.028,0.1,0.02,-100,119.4,46,19.8,37.6,22.2,96,120.4,3906,66.4,17.76,3194,0.92,713.8,1.496,-5.2,8.78,0.108,120,46,141.6,6.52,5.4,1.4
B,5.313333333,24.11333333,0.273333333,67,140.8,0.048,0.14,0.02,-100,123.2,45.8,23.6,38,22.6,100,119.2,3902,66,16.84,3218,0.92,697.8,1.496,-5,8.76,0.0088,120,46,142.2,6.52,5.4,1.42
B,5.306666667,23.92666667,0.343333333,64,137,0.026,0.08,0.02,-100,119.6,46,36.2,33.8,23.4,98,120.2,3902,65.8,19.36,3100,0.9,708.6,1.448,-5,8.76,0.0088,120,46,141.8,6.52,5.46,1.4
B,5.306666667,23.98666667,0.354,69.8,144.6,0.102,0.16,0.02,-100.2,119.8,46,35.8,32.6,22.8,94,120.4,3906,66,16.54,3098,0.9,711,1.448,-5,8.74,0.0096,120,46,142.2,6.52,5.4,1.42
B,5.333333333,23.98666667,0.216666667,68.6,143,0.104,0.28,0.04,-100,117,46,37.2,31.8,22.2,92,120,3906,66,19.34,3096,0.9,708,1.448,-5,8.78,0.0098,120,46,141.2,6.52,5.4,1.42
B,5.3,23.94666667,0.402666667,70,145.4,0.044,0.2,0.04,-100,117,46,38,28.8,23.8,100,120.6,3904,67,18.2,3070,0.92,710.2,1.496,-5,8.74,0.0096,120,46,142,6.52,5.42,1.4
B,5.286666667,23.87333333,0.367333333,64.8,137.8,0.052,0.38,0.06,-100.2,121,46,39.6,33.2,25.8,96,120.2,3904,66.4,22.2,3088,0.94,712.4,1.546,-5.2,8.78,0.008,120,46,141.8,6.52,5.42,1.4
B,5.313333333,23.97333333,0.378666667,65.8,139.4,0.058,0.26,0.02,-100.2,118.8,50,38,33.4,26.4,94,120.6,3916,66.4,16.16,3210,0.94,703.4,1.546,-5.2,8.74,0.0092,120,50,141.8,6.52,5.44,1.4
B,5.273333333,23.88,0.374,67.6,142.2,0.086,0.14,0.08,-100.2,122.6,46.2,26.8,40.4,26,100,120.2,3908,66,21.38,3072,0.92,714.2,1.496,-5.4,8.72,0.0088,120,46,142,6.52,5.4,1.4
A,5.326666667,23.87333333,0.352,73.8,148.8,0.122,0.24,0.04,-100.2,125,47.2,0,0.2,0,132,121.2,1012,67,13.88,44,1.44,,2.794,-5.4,8.58,0.4,120,46,142.8,7.3,5.52,2.94
A,5.386666667,23.96,0.317333333,71.6,145.4,0.058,0.48,0.06,-100.2,117.2,46,23,38.6,25.6,94,120,3998,65.8,16.2,3030,1.54,735.6,3.042,-5.4,8.66,0.0148,120,46,142.2,7.3,5.56,2.96
A,5.313333333,23.98666667,0.345333333,66,138.8,0.084,0.38,0.04,-100.2,119.8,46,23,40.2,25.6,104,119.6,3994,65.8,17.38,3046,1.56,726.2,3.092,-5.4,8.62,0.0134,120,46,142.2,7.24,5.46,2.98
D,5.466666667,23.91333333,0.278666667,69.8,140.8,0.164,0.24,0.04,-100,125.2,58,0,0.2,0,114,119.2,,67.2,20.86,42,1.54,,3.044,-5.4,8.7,0.0158,120,46,142,7.7,5.52,3.12
D,5.446666667,23.81333333,0.335333333,68.6,139.6,0.182,0.02,0.02,-100.2,118,46,23.2,39,25.4,80,121,4000,64.6,18.04,3038,1.68,729.4,3.39,-5.4,8.7,0.0062,120,46,142.6,7.7,5.58,3.12
D,5.453333333,23.85333333,0.265333333,72.4,144.6,0.016,0.22,0.02,-100.2,119,46,23,39.2,25,76,119.4,4000,64.6,19.28,3062,1.68,730.6,3.39,-5.4,8.7,0.0062,120,46,142,7.7,5.58,3.12
D,5.453333333,23.96666667,0.239333333,70.2,142.2,0.06,0.3,0.02,-100.2,115.6,46,20.6,39.4,25.4,82,120.2,3892,64.6,18.98,3066,1.7,701.6,3.44,-5.6,8.74,0.0098,120,46,142,7.76,5.6,3.14
D,5.473333333,23.93333333,0.228,73,145,0.036,0.16,0.02,-100.2,116.8,46,21.2,38.6,25,76,120.8,3898,64.6,16.18,3060,1.7,706.8,3.44,-5.6,8.7,0.0092,120,46,142.2,7.76,5.6,3.14
D,5.466666667,23.85333333,0.275333333,71.8,143.2,0.02,0.18,0.04,-100.2,116.6,45.8,19.8,39.6,25,74,119.2,3898,64.8,20.5,3064,1.68,689.4,3.39,-5.6,8.72,0.0094,120,46,141.6,7.76,5.62,3.14
D,5.48,23.92,0.243333333,71.6,143,0.052,0.22,0.04,-100.2,117.2,46,20.8,39.2,26,78,119.6,3894,64.4,21.6,3068,1.7,710.4,3.438,-5.6,8.66,0.0026,120,46,142.2,7.72,5.6,3.18
D,5.5,23.95333333,0.251333333,67.6,137.8,0.108,0.16,0.04,-100.2,114.8,46,21.6,37.2,24.8,84,120,3896,65.2,19.4,3068,1.66,712.4,3.34,-5.4,8.68,0.0062,120,46,142,7.72,5.58,3.16
D,5.46,23.92666667,0.28,70.2,141.6,0.114,0.14,0.04,-100.2,115.8,46,30.2,33.2,29.2,80,121.2,3894,65,19.22,3072,1.62,709.2,3.24,-5.2,8.66,0.0062,120,46,141.4,7.74,5.58,3.08
B,5.28,23.88,0.298,75.4,151.4,0.042,0.12,0.08,-100.2,117,46,33,33.8,30.6,94,120,3894,65.6,22.96,3072,0.92,714.6,1.498,-5,8.7,0.008,120,46,141.6,6.52,5.42,1.44
B,5.306666667,24.00666667,0.278666667,67,141.2,0.052,0.22,0.02,-100.2,116.8,46,36.8,33.6,30.8,98,121,3894,66,16.74,3092,0.96,712,1.596,-5,8.64,0.0124,120,46,141.6,6.54,5.38,1.42
B,5.253333333,23.88666667,0.312,68.4,143.4,0.062,0.12,0.04,-100,118.4,46.2,47.2,35,30.4,96,120.2,3898,66,17.3,3116,0.96,707.8,1.596,-5,8.7,0.0118,120,46,142,6.56,5.36,1.46
B,5.333333333,23.96,0.325333333,68.2,142.4,0.188,0.16,0.04,-100.2,117.6,46,31.8,32.2,31.6,96,120,3998,65.6,17.56,3060,0.92,720.6,1.498,-5.2,8.74,0.0096,120,46,142,6.6,5.38,1.36
B,5.28,23.94666667,0.426,71.6,147.2,0.046,0.22,0.06,-100.2,117.4,45.8,34.8,36,28.4,90,119.6,3906,65.6,18.98,3076,0.92,692.4,1.498,-5.2,8.72,0.0116,120,46,142.2,6.58,5.34,1.4
